Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,4948,10.995494,12,,,,,,,,
,,,,,4970,19.242922,22,,,,,,,,
,,,,,5000,38.081623,30,,,,,,,,
26.992624,16.20225,66.004326,9.843456,25.3,5000,,,,,,,,,,
,,,,,5015,13.118779,15,,,,,,,,
,,,,,5027,10.951984,12,,,,,,,,
,,,,,5037,8.49819,10,,,,,,,,
,,,,,5049,9.02581,12,,,,,,,,
,,,,,5065,15.218005,16,,,,,,,,
,,,,,5085,13.799994,20,,,,,,,,
,,,,,5119,28.786411,34,,,,,,,,
,,,,,5129,7.646815,10,,,,,,,,
,,,,,5140,8.477125,11,,,,,,,,
,,,,,5228,165.71568,88,,,,,,,,
,,,,,5239,8.925371,11,,,,,,,,
,,,,,5268,24.809546,29,,,,,,,,
,,,,,5288,17.535572,20,,,,,,,,
,,,,,5307,16.535788,19,,,,,,,,
,,,,,5332,29.465816,25,,,,,,,,
,,,,,5350,13.880581,18,,,,,,,,
,,,,,5396,46.601242,46,,,,,,,,
,,,,,5418,13.398247,22,,,,,,,,
,,,,,5445,25.253975,27,,,,,,,,
,,,,,5456,8.39131,11,,,,,,,,
,,,,,5468,11.006333,12,,,,,,,,
,,,,,5482,10.902966,14,,,,,,,,
,,,,,5497,11.920506,15,,,,,,,,
,,,,,5517,23.377346,20,,,,,,,,
,,,,,5544,33.943317,27,,,,,,,,
,,,,,5562,15.654463,18,,,,,,,,
,,,,,5577,14.211737,15,,,,,,,,
,,,,,5593,15.254478,16,,,,,,,,
,,,,,5620,27.874628,27,,,,,,,,
,,,,,5646,18.35282,26,,,,,,,,
,,,,,5662,14.878618,16,,,,,,,,
,,,,,5676,13.372972,14,,,,,,,,
,,,,,5759,158.39172,83,,,,,,,,
,,,,,5770,9.286842,11,,,,,,,,
,,,,,5791,19.38556,21,,,,,,,,
,,,,,5808,16.367762,17,,,,,,,,
,,,,,5824,16.470531,16,,,,,,,,
,,,,,5837,11.227156,13,,,,,,,,
,,,,,5860,14.819925,23,,,,,,,,
,,,,,5900,58.293526,40,,,,,,,,
,,,,,5931,37.64777,31,,,,,,,,
,,,,,5950,17.881044,19,,,,,,,,
,,,,,5995,45.899033,45,,,,,,,,
,,,,,6003,6.0158415,8,,,,,,,,
,,,,,6016,11.122147,13,,,,,,,,
,,,,,6027,9.73128,11,,,,,,,,
,,,,,6047,22.081474,20,,,,,,,,
,,,,,6076,37.703835,29,,,,,,,,
,,,,,6089,12.047519,13,,,,,,,,
,,,,,6108,14.960227,19,,,,,,,,
,,,,,6121,9.088207,13,,,,,,,,
,,,,,6137,15.569661,16,,,,,,,,
,,,,,6152,10.10125,15,,,,,,,,
,,,,,6171,13.843224,19,,,,,,,,
,,,,,6192,14.996925,21,,,,,,,,
,,,,,6210,15.042353,18,,,,,,,,
,,,,,6225,11.50472,15,,,,,,,,
,,,,,6271,35.53664,46,,,,,,,,
,,,,,6294,23.303667,23,,,,,,,,
,,,,,6309,11.827867,15,,,,,,,,
,,,,,6327,18.997816,18,,,,,,,,
,,,,,6341,12.799903,14,,,,,,,,
,,,,,6365,15.633927,24,,,,,,,,
,,,,,6377,10.425824,12,,,,,,,,
,,,,,6392,10.338387,15,,,,,,,,
,,,,,6418,25.37786,26,,,,,,,,
,,,,,6441,25.057816,23,,,,,,,,
,,,,,6465,26.67617,24,,,,,,,,
,,,,,6507,39.88063,42,,,,,,,,
,,,,,6527,16.334864,20,,,,,,,,
,,,,,6542,15.141263,15,,,,,,,,
,,,,,6562,10.853447,20,,,,,,,,
,,,,,6579,15.182053,17,,,,,,,,
,,,,,6609,37.785603,30,,,,,,,,
,,,,,6642,44.19115,33,,,,,,,,
,,,,,6656,14.361355,14,,,,,,,,
,,,,,6721,49.187386,65,,,,,,,,
,,,,,6733,9.694616,12,,,,,,,,
,,,,,6765,13.973527,32,,,,,,,,
,,,,,6831,65.696625,66,,,,,,,,
,,,,,6877,72.12922,46,,,,,,,,
,,,,,6896,18.047047,19,,,,,,,,
,,,,,6916,11.292902,20,,,,,,,,
,,,,,6932,8.787762,16,,,,,,,,
,,,,,6960,32.13879,28,,,,,,,,
,,,,,6974,11.601137,14,,,,,,,,
,,,,,7002,13.405509,28,,,,,,,,
,,,,,7015,12.279385,13,,,,,,,,
,,,,,7035,20.390583,20,,,,,,,,
,,,,,7056,19.117332,21,,,,,,,,
,,,,,7074,21.565754,18,,,,,,,,
,,,,,7093,18.889164,19,,,,,,,,
,,,,,7115,25.453665,22,,,,,,,,
,,,,,7131,11.625708,16,,,,,,,,
,,,,,7160,11.031529,29,,,,,,,,
,,,,,7186,12.783025,26,,,,,,,,
,,,,,7239,70.70303,53,,,,,,,,
,,,,,7253,13.131852,14,,,,,,,,
,,,,,7268,15.616019,15,,,,,,,,
,,,,,7294,30.728424,26,,,,,,,,
,,,,,7305,9.460408,11,,,,,,,,
,,,,,7323,19.11238,18,,,,,,,,
,,,,,7347,21.891771,24,,,,,,,,
,,,,,7364,14.509534,17,,,,,,,,
,,,,,7380,13.491638,16,,,,,,,,
,,,,,7400,13.048395,20,,,,,,,,
,,,,,7425,17.97062,25,,,,,,,,
,,,,,7435,7.7316647,10,,,,,,,,
,,,,,7492,50.50575,57,,,,,,,,
,,,,,7502,7.510137,10,,,,,,,,
,,,,,7547,39.3927,45,,,,,,,,
,,,,,7575,22.398981,28,,,,,,,,
,,,,,7614,53.406834,39,,,,,,,,
,,,,,7627,11.314892,13,,,,,,,,
,,,,,7668,54.785744,41,,,,,,,,
,,,,,7687,13.606546,19,,,,,,,,
,,,,,7700,7.8215456,13,,,,,,,,
,,,,,7717,13.655591,17,,,,,,,,
,,,,,7732,12.157799,15,,,,,,,,
,,,,,7774,22.471437,42,,,,,,,,
,,,,,7796,18.346315,22,,,,,,,,
,,,,,7819,25.183493,23,,,,,,,,
,,,,,7843,30.169004,24,,,,,,,,
,,,,,7853,6.4439187,10,,,,,,,,
,,,,,7877,14.052992,24,,,,,,,,
,,,,,7895,17.183615,18,,,,,,,,
,,,,,7911,11.852145,16,,,,,,,,
,,,,,7927,10.612293,16,,,,,,,,
,,,,,7944,14.960301,17,,,,,,,,
,,,,,7965,12.969993,21,,,,,,,,
,,,,,7978,9.240666,13,,,,,,,,
,,,,,7995,16.735497,17,,,,,,,,
,,,,,8010,13.890165,15,,,,,,,,
,,,,,8034,22.425674,24,,,,,,,,
,,,,,8049,8.338135,15,,,,,,,,
,,,,,8079,40.99293,30,,,,,,,,
,,,,,8100,24.647776,21,,,,,,,,
,,,,,8139,56.524963,39,,,,,,,,
,,,,,8159,13.721605,20,,,,,,,,
,,,,,8174,11.747326,15,,,,,,,,
,,,,,8197,26.803469,23,,,,,,,,
,,,,,8210,11.290704,13,,,,,,,,
,,,,,8226,9.911859,16,,,,,,,,
,,,,,8239,9.293345,13,,,,,,,,
,,,,,8252,8.754117,13,,,,,,,,
,,,,,8276,20.726423,24,,,,,,,,
,,,,,8288,9.411427,12,,,,,,,,
,,,,,8300,9.705039,12,,,,,,,,
,,,,,8313,10.85612,13,,,,,,,,
,,,,,8341,36.91132,28,,,,,,,,
,,,,,8353,9.875529,12,,,,,,,,
,,,,,8370,7.3620324,17,,,,,,,,
,,,,,8391,13.643237,21,,,,,,,,
,,,,,8436,44.100002,45,,,,,,,,
,,,,,8457,19.832335,21,,,,,,,,
,,,,,8472,14.95607,15,,,,,,,,
,,,,,8511,41.063667,39,,,,,,,,
,,,,,8526,7.4729776,15,,,,,,,,
,,,,,8540,11.026859,14,,,,,,,,
,,,,,8568,18.683857,28,,,,,,,,
,,,,,8593,30.46775,25,,,,,,,,
,,,,,8628,26.990026,35,,,,,,,,
,,,,,8654,28.15662,26,,,,,,,,
,,,,,8663,4.368815,9,,,,,,,,
,,,,,8674,9.6061325,11,,,,,,,,
,,,,,8684,7.4334087,10,,,,,,,,
,,,,,8700,14.185398,16,,,,,,,,
,,,,,8718,13.340619,18,,,,,,,,
,,,,,8741,21.786875,23,,,,,,,,
,,,,,8793,63.02889,52,,,,,,,,
,,,,,8803,7.5589356,10,,,,,,,,
,,,,,8824,22.825043,21,,,,,,,,
,,,,,8834,6.1406875,10,,,,,,,,
,,,,,8850,16.72836,16,,,,,,,,
,,,,,8869,18.838541,19,,,,,,,,
,,,,,8887,8.796793,18,,,,,,,,
,,,,,8914,13.923873,27,,,,,,,,
,,,,,8937,12.875152,23,,,,,,,,
,,,,,8972,30.491482,35,,,,,,,,
,,,,,9001,36.954685,29,,,,,,,,
,,,,,9047,46.686905,46,,,,,,,,
,,,,,9064,11.694686,17,,,,,,,,
,,,,,9090,9.427445,26,,,,,,,,
,,,,,9104,13.200693,14,,,,,,,,
,,,,,9115,8.794225,11,,,,,,,,
,,,,,9124,6.2761855,9,,,,,,,,
,,,,,9134,8.7136965,10,,,,,,,,
,,,,,9145,8.875594,11,,,,,,,,
,,,,,9163,18.359583,18,,,,,,,,
,,,,,9179,10.543654,16,,,,,,,,
,,,,,9197,11.97817,18,,,,,,,,
,,,,,9216,18.529682,19,,,,,,,,
,,,,,9236,12.781996,20,,,,,,,,
,,,,,9253,16.69838,17,,,,,,,,
,,,,,9282,17.380716,29,,,,,,,,
,,,,,9308,30.964642,26,,,,,,,,
,,,,,9335,26.154154,27,,,,,,,,
,,,,,9345,6.967282,10,,,,,,,,
,,,,,9365,20.855618,20,,,,,,,,
,,,,,9387,19.393164,22,,,,,,,,
,,,,,9409,17.293348,22,,,,,,,,
,,,,,9421,9.857344,12,,,,,,,,
,,,,,9506,182.49463,85,,,,,,,,
,,,,,9522,14.933034,16,,,,,,,,
,,,,,9543,20.880795,21,,,,,,,,
,,,,,9581,12.079957,38,,,,,,,,
,,,,,9604,25.854523,23,,,,,,,,
,,,,,9626,13.897308,22,,,,,,,,
,,,,,9646,12.328909,20,,,,,,,,
,,,,,9659,11.94275,13,,,,,,,,
,,,,,9679,14.196787,20,,,,,,,,
,,,,,9688,7.500934,9,,,,,,,,
,,,,,9728,58.93064,40,,,,,,,,
,,,,,9749,19.305387,21,,,,,,,,
,,,,,9761,10.240871,12,,,,,,,,
,,,,,9794,18.461786,33,,,,,,,,
,,,,,9808,12.694524,14,,,,,,,,
,,,,,9824,10.882356,16,,,,,,,,
,,,,,9840,14.920399,16,,,,,,,,
,,,,,9865,25.90543,25,,,,,,,,
,,,,,9880,15.7778015,15,,,,,,,,
,,,,,9898,14.972651,18,,,,,,,,
,,,,,9931,16.995869,33,,,,,,,,
,,,,,9954,21.080763,23,,,,,,,,
,,,,,9969,14.794564,15,,,,,,,,
,,,,,9978,6.330049,9,,,,,,,,
,,,,,9994,14.933568,16,,,,,,,,
18.47682,11.600255,44.12325,8.265237,21.6,10000,,,-0.27723291516304016,1.98336660861969,1.268019199371338,0.00415449496358633,1.0165627002716064,0.0003,0.0003,0.1
,,,,,10002,5.981794,8,,,,,,,,
,,,,,10111,128.74396,109,,,,,,,,
,,,,,10186,107.85238,75,,,,,,,,
,,,,,10242,92.0315,56,,,,,,,,
,,,,,10312,109.01373,70,,,,,,,,
,,,,,10358,74.67796,46,,,,,,,,
,,,,,10408,88.19767,50,,,,,,,,
,,,,,10471,95.74144,63,,,,,,,,
,,,,,10523,90.21433,52,,,,,,,,
,,,,,10567,71.82536,44,,,,,,,,
,,,,,10614,79.864746,47,,,,,,,,
,,,,,10657,71.73934,43,,,,,,,,
,,,,,10703,78.954124,46,,,,,,,,
,,,,,10748,76.73202,45,,,,,,,,
,,,,,10794,77.35181,46,,,,,,,,
,,,,,10832,62.886414,38,,,,,,,,
,,,,,10878,79.04362,46,,,,,,,,
,,,,,10926,83.278984,48,,,,,,,,
,,,,,10965,65.406654,39,,,,,,,,
,,,,,11000,,,-6.582740306854248,0.3004978597164154,0.20798423886299133,6.034534454345703,6.06925630569458,0.0003,0.0003,0.1
,,,,,11020,101.635506,55,,,,,,,,
,,,,,11065,77.05213,45,,,,,,,,
,,,,,11117,93.80125,52,,,,,,,,
,,,,,11163,78.99391,46,,,,,,,,
,,,,,11258,219.39366,95,,,,,,,,
,,,,,11353,219.12675,95,,,,,,,,
,,,,,11446,211.41818,93,,,,,,,,
,,,,,11535,201.19089,89,,,,,,,,
,,,,,11624,204.07744,89,,,,,,,,
,,,,,11719,216.12476,95,,,,,,,,
,,,,,11818,223.41757,99,,,,,,,,
,,,,,11910,211.44289,92,,,,,,,,
,,,,,12000,,,-14.508572578430176,-0.38058099150657654,2.6563820838928223,13.424006462097168,13.530241012573242,0.0003,0.0003,0.1
,,,,,12005,214.43967,95,,,,,,,,
,,,,,12100,214.58214,95,,,,,,,,
,,,,,12192,209.03513,92,,,,,,,,
,,,,,12290,214.28848,98,,,,,,,,
,,,,,12382,197.88121,92,,,,,,,,
,,,,,12476,203.13097,94,,,,,,,,
,,,,,12571,206.85005,95,,,,,,,,
,,,,,12664,209.85022,93,,,,,,,,
,,,,,12752,189.94542,88,,,,,,,,
,,,,,12838,184.62613,86,,,,,,,,
,,,,,12924,186.23169,86,,,,,,,,
,,,,,13000,,,-22.893829345703125,-1.5012073516845703,2.7715320587158203,21.38397789001465,21.624292373657227,0.0003,0.0003,0.1
,,,,,13032,255.35089,108,,,,,,,,
,,,,,13124,196.07608,92,,,,,,,,
,,,,,13223,196.11742,99,,,,,,,,
,,,,,13316,206.28,93,,,,,,,,
,,,,,13407,190.61171,91,,,,,,,,
,,,,,13499,203.03075,92,,,,,,,,
,,,,,13583,177.07718,84,,,,,,,,
,,,,,13671,185.95451,88,,,,,,,,
,,,,,13769,222.87605,98,,,,,,,,
,,,,,13794,42.87468,25,,,,,,,,
,,,,,13883,176.30966,89,,,,,,,,
,,,,,13966,178.67325,83,,,,,,,,
,,,,,14000,,,-33.616390228271484,-1.3588361740112305,1.7848546504974365,31.436952590942383,31.52605438232422,0.0003,0.0003,0.1
,,,,,14050,180.80333,84,,,,,,,,
,,,,,14151,219.4461,101,,,,,,,,
,,,,,14247,214.58728,96,,,,,,,,
,,,,,14347,224.34262,100,,,,,,,,
,,,,,14438,199.78596,91,,,,,,,,
,,,,,14536,208.08932,98,,,,,,,,
,,,,,14636,224.9594,100,,,,,,,,
,,,,,14742,240.14943,106,,,,,,,,
,,,,,14842,217.09479,100,,,,,,,,
,,,,,14942,207.41635,100,,,,,,,,
,,,,,14970,47.52132,28,,,,,,,,
217.98308,22.031042,259.11652,193.81938,99.9,15000,,,-43.727699279785156,-1.1366186141967773,7.783415794372559,40.718753814697266,41.464263916015625,0.0003,0.0003,0.1
,,,,,15056,184.11516,86,,,,,,,,
,,,,,15144,191.6687,88,,,,,,,,
,,,,,15236,196.01675,92,,,,,,,,
,,,,,15330,205.87352,94,,,,,,,,
,,,,,15427,219.69841,97,,,,,,,,
,,,,,15522,211.50282,95,,,,,,,,
,,,,,15608,185.75949,86,,,,,,,,
,,,,,15697,177.15984,89,,,,,,,,
,,,,,15787,188.48079,90,,,,,,,,
,,,,,15884,192.32951,97,,,,,,,,
,,,,,15971,187.48657,87,,,,,,,,
,,,,,16000,,,-52.15271759033203,-1.0163261890411377,5.49266242980957,49.08195877075195,48.86555862426758,0.0003,0.0003,0.1
,,,,,16059,194.43208,88,,,,,,,,
,,,,,16158,203.64505,99,,,,,,,,
,,,,,16250,193.97687,92,,,,,,,,
,,,,,16355,213.29648,105,,,,,,,,
,,,,,16464,204.85616,109,,,,,,,,
,,,,,16542,119.11257,78,,,,,,,,
,,,,,16640,189.08989,98,,,,,,,,
,,,,,16760,267.31952,120,,,,,,,,
,,,,,16869,237.74095,109,,,,,,,,
,,,,,16960,203.32188,91,,,,,,,,
,,,,,17000,,,-58.486473083496094,-1.2266886234283447,8.442590713500977,56.22001647949219,55.77580642700195,0.0003,0.0003,0.1
,,,,,17074,266.83203,114,,,,,,,,
,,,,,17174,198.17355,100,,,,,,,,
,,,,,17278,211.0991,104,,,,,,,,
,,,,,17343,112.115265,65,,,,,,,,
,,,,,17410,113.79247,67,,,,,,,,
